invite_id,request_id,user_id.customer,user_id.provider,category_id,location_id,location,category,creation_time,sent_time,quote
19210,3865,4865,253,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/18/2013 23:25:23,8/19/2013 0:17:31,0
11996,2382,3382,357,1,9,"Atlanta-Sandy Springs-Roswell, GA",Photography,7/30/2013 1:08:50,7/30/2013 15:00:55,0
10655,2117,3117,738,1,5,"Houston-The Woodlands-Sugar Land, TX",Photography,7/26/2013 12:55:27,7/26/2013 16:59:17,1
13911,2764,3764,728,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/4/2013 10:39:54,8/5/2013 3:33:13,0
12826,2555,3555,764,1,12,"Riverside-San Bernardino-Ontario, CA",Photography,8/1/2013 4:57:05,8/1/2013 6:22:49,0
4843,959,1959,253,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,7/12/2013 17:13:00,7/12/2013 23:40:03,1
18961,3810,4810,559,1,3,"Chicago-Naperville-Elgin, IL-IN-WI",Photography,8/17/2013 4:15:59,8/17/2013 6:06:13,0
13907,2764,3764,654,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/4/2013 10:39:54,8/4/2013 14:17:59,0
3248,650,1650,141,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/8/2013 21:28:42,7/8/2013 21:36:18,0
13863,2756,3756,146,1,57,"Bridgeport-Stamford-Norwalk, CT",Photography,8/4/2013 5:46:23,8/4/2013 6:24:26,0
4300,852,1852,141,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/11/2013 22:32:04,7/12/2013 6:45:01,0
5352,1057,2057,654,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/14/2013 1:03:37,7/14/2013 1:34:31,0
18340,3680,4680,320,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/15/2013 4:36:22,8/15/2013 5:27:57,1
5890,1162,2162,89,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/15/2013 9:38:49,7/15/2013 13:41:00,1
14390,2866,3866,141,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/5/2013 22:16:14,8/6/2013 6:52:18,0
18341,3680,4680,141,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/15/2013 4:36:22,8/15/2013 5:05:20,1
24275,4895,5895,320,1,3,"Chicago-Naperville-Elgin, IL-IN-WI",Photography,8/30/2013 14:09:33,8/30/2013 14:49:56,0
13366,2660,3660,141,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/2/2013 22:12:21,8/3/2013 3:06:15,0
5354,1057,2057,689,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/14/2013 1:03:37,7/14/2013 20:11:36,0
5351,1057,2057,141,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/14/2013 1:03:37,7/14/2013 2:43:48,0
14680,2924,3924,728,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/6/2013 20:57:56,8/7/2013 0:03:09,0
4303,852,1852,689,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/11/2013 22:32:04,7/11/2013 23:32:43,0
16404,3279,4279,92,1,49,"Buffalo-Cheektowaga-Niagara Falls, NY",Photography,8/10/2013 16:09:10,8/10/2013 20:36:49,0
19372,3898,4898,320,1,39,"Milwaukee-Waukesha-West Allis, WI",Photography,8/18/2013 15:01:33,8/18/2013 21:00:15,1
17713,3551,4551,320,1,3,"Chicago-Naperville-Elgin, IL-IN-WI",Photography,8/14/2013 3:13:55,8/14/2013 3:46:57,0
16405,3279,4279,446,1,49,"Buffalo-Cheektowaga-Niagara Falls, NY",Photography,8/10/2013 16:09:10,8/10/2013 19:46:30,1
10658,2117,3117,558,1,5,"Houston-The Woodlands-Sugar Land, TX",Photography,7/26/2013 12:55:27,7/26/2013 14:17:56,0
11993,2382,3382,558,1,9,"Atlanta-Sandy Springs-Roswell, GA",Photography,7/30/2013 1:08:50,7/30/2013 8:12:20,1
3251,650,1650,689,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/8/2013 21:28:42,7/9/2013 3:15:10,1
13913,2764,3764,253,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/4/2013 10:39:54,8/4/2013 13:39:34,1
17722,3554,4554,12,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/14/2013 9:12:09,8/14/2013 10:33:44,0
10656,2117,3117,146,1,5,"Houston-The Woodlands-Sugar Land, TX",Photography,7/26/2013 12:55:27,7/26/2013 14:22:36,1
18959,3810,4810,320,1,3,"Chicago-Naperville-Elgin, IL-IN-WI",Photography,8/17/2013 4:15:59,8/17/2013 9:43:11,1
14679,2924,3924,302,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/6/2013 20:57:56,8/6/2013 22:16:48,1
17714,3551,4551,89,1,3,"Chicago-Naperville-Elgin, IL-IN-WI",Photography,8/14/2013 3:13:55,8/14/2013 4:01:28,0
18505,3712,4712,253,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/15/2013 19:40:47,8/16/2013 0:39:31,0
13909,2764,3764,787,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/4/2013 10:39:54,8/4/2013 16:51:27,0
7259,1443,2443,302,1,42,"Louisville/Jefferson County, KY-IN",Photography,7/18/2013 3:31:25,7/18/2013 9:23:30,1
21290,4289,5289,141,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/23/2013 11:29:27,8/23/2013 16:56:52,0
13505,2686,3686,89,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/3/2013 10:47:44,8/3/2013 12:01:08,1
4299,852,1852,320,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/11/2013 22:32:04,7/12/2013 4:31:29,0
14389,2866,3866,12,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/5/2013 22:16:14,8/5/2013 23:15:40,1
13860,2756,3756,770,1,57,"Bridgeport-Stamford-Norwalk, CT",Photography,8/4/2013 5:46:23,8/4/2013 6:15:36,0
21818,4399,5399,253,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/24/2013 18:39:01,8/24/2013 22:36:22,0
18344,3680,4680,689,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/15/2013 4:36:22,8/15/2013 6:38:50,0
13367,2660,3660,654,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/2/2013 22:12:21,8/3/2013 2:02:13,1
18501,3712,4712,884,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/15/2013 19:40:47,8/15/2013 22:26:41,0
16403,3279,4279,337,1,49,"Buffalo-Cheektowaga-Niagara Falls, NY",Photography,8/10/2013 16:09:10,8/10/2013 23:38:12,0
14388,2866,3866,907,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/5/2013 22:16:14,8/5/2013 22:35:00,1
16402,3279,4279,816,1,49,"Buffalo-Cheektowaga-Niagara Falls, NY",Photography,8/10/2013 16:09:10,8/10/2013 17:12:08,0
19377,3898,4898,597,1,39,"Milwaukee-Waukesha-West Allis, WI",Photography,8/18/2013 15:01:33,8/18/2013 19:11:37,1
16401,3279,4279,141,1,49,"Buffalo-Cheektowaga-Niagara Falls, NY",Photography,8/10/2013 16:09:10,8/10/2013 22:14:51,1
13864,2756,3756,308,1,57,"Bridgeport-Stamford-Norwalk, CT",Photography,8/4/2013 5:46:23,8/5/2013 5:07:11,1
21292,4289,5289,559,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/23/2013 11:29:27,8/23/2013 11:59:24,1
18960,3810,4810,89,1,3,"Chicago-Naperville-Elgin, IL-IN-WI",Photography,8/17/2013 4:15:59,8/17/2013 8:16:37,1
11994,2382,3382,47,1,9,"Atlanta-Sandy Springs-Roswell, GA",Photography,7/30/2013 1:08:50,7/30/2013 4:26:58,0
21295,4289,5289,475,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/23/2013 11:29:27,8/23/2013 12:50:36,0
4305,852,1852,475,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/11/2013 22:32:04,7/12/2013 0:09:22,0
24276,4895,5895,89,1,3,"Chicago-Naperville-Elgin, IL-IN-WI",Photography,8/30/2013 14:09:33,8/30/2013 14:42:40,0
7258,1443,2443,237,1,42,"Louisville/Jefferson County, KY-IN",Photography,7/18/2013 3:31:25,7/18/2013 8:03:00,1
10625,2111,3111,475,1,14,"Detroit-Warren-Dearborn, MI",Photography,7/26/2013 9:22:28,7/26/2013 9:54:52,0
16400,3279,4279,109,1,49,"Buffalo-Cheektowaga-Niagara Falls, NY",Photography,8/10/2013 16:09:10,8/10/2013 18:15:55,1
3247,650,1650,320,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/8/2013 21:28:42,7/9/2013 6:38:52,1
1535,311,1311,92,1,6,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Photography,7/4/2013 5:03:01,7/4/2013 18:52:52,0
13506,2686,3686,475,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/3/2013 10:47:44,8/3/2013 12:06:55,0
7256,1443,2443,728,1,42,"Louisville/Jefferson County, KY-IN",Photography,7/18/2013 3:31:25,7/18/2013 4:27:03,1
13866,2756,3756,665,1,57,"Bridgeport-Stamford-Norwalk, CT",Photography,8/4/2013 5:46:23,8/4/2013 7:13:13,0
17715,3551,4551,559,1,3,"Chicago-Naperville-Elgin, IL-IN-WI",Photography,8/14/2013 3:13:55,8/14/2013 5:00:49,0
14681,2924,3924,764,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/6/2013 20:57:56,8/7/2013 1:38:29,0
4842,959,1959,141,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,7/12/2013 17:13:00,7/12/2013 22:42:29,1
5887,1162,2162,654,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/15/2013 9:38:49,7/15/2013 11:48:13,0
14673,2924,3924,518,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/6/2013 20:57:56,8/7/2013 23:27:14,0
18345,3680,4680,89,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/15/2013 4:36:22,8/15/2013 17:33:37,0
12829,2555,3555,293,1,12,"Riverside-San Bernardino-Ontario, CA",Photography,8/1/2013 4:57:05,8/1/2013 6:05:09,0
4301,852,1852,654,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/11/2013 22:32:04,7/12/2013 1:23:11,0
12827,2555,3555,907,1,12,"Riverside-San Bernardino-Ontario, CA",Photography,8/1/2013 4:57:05,8/1/2013 8:09:51,1
13370,2660,3660,89,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/2/2013 22:12:21,8/3/2013 1:51:41,0
21293,4289,5289,689,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/23/2013 11:29:27,8/23/2013 12:12:20,1
19208,3865,4865,12,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/18/2013 23:25:23,8/19/2013 1:11:15,1
5889,1162,2162,689,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/15/2013 9:38:49,7/15/2013 11:47:14,1
1531,311,1311,654,1,6,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Photography,7/4/2013 5:03:01,7/4/2013 10:38:36,1
10624,2111,3111,490,1,14,"Detroit-Warren-Dearborn, MI",Photography,7/26/2013 9:22:28,7/26/2013 18:02:07,0
7257,1443,2443,518,1,42,"Louisville/Jefferson County, KY-IN",Photography,7/18/2013 3:31:25,7/18/2013 8:56:18,0
21816,4399,5399,12,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/24/2013 18:39:01,8/24/2013 23:23:40,0
21294,4289,5289,89,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/23/2013 11:29:27,8/23/2013 13:35:45,0
21815,4399,5399,907,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/24/2013 18:39:01,8/25/2013 0:30:21,0
24277,4895,5895,559,1,3,"Chicago-Naperville-Elgin, IL-IN-WI",Photography,8/30/2013 14:09:33,8/31/2013 6:32:24,0
13862,2756,3756,814,1,57,"Bridgeport-Stamford-Norwalk, CT",Photography,8/4/2013 5:46:23,8/4/2013 9:33:14,1
10657,2117,3117,490,1,5,"Houston-The Woodlands-Sugar Land, TX",Photography,7/26/2013 12:55:27,7/26/2013 14:47:16,0
10623,2111,3111,689,1,14,"Detroit-Warren-Dearborn, MI",Photography,7/26/2013 9:22:28,7/26/2013 14:51:16,1
19375,3898,4898,746,1,39,"Milwaukee-Waukesha-West Allis, WI",Photography,8/18/2013 15:01:33,8/18/2013 22:35:37,1
18502,3712,4712,907,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/15/2013 19:40:47,8/15/2013 20:15:51,0
21291,4289,5289,654,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/23/2013 11:29:27,8/23/2013 20:43:19,1
14675,2924,3924,141,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/6/2013 20:57:56,8/6/2013 21:49:56,1
21289,4289,5289,320,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/23/2013 11:29:27,8/24/2013 1:53:10,0
10697,2125,3125,253,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,7/26/2013 22:53:00,7/27/2013 0:59:10,0
5355,1057,2057,89,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/14/2013 1:03:37,7/14/2013 2:10:19,0
13908,2764,3764,912,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/4/2013 10:39:54,8/4/2013 12:12:49,0
13865,2756,3756,820,1,57,"Bridgeport-Stamford-Norwalk, CT",Photography,8/4/2013 5:46:23,8/4/2013 7:10:00,1
5888,1162,2162,559,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/15/2013 9:38:49,7/15/2013 23:15:19,1
11991,2382,3382,518,1,9,"Atlanta-Sandy Springs-Roswell, GA",Photography,7/30/2013 1:08:50,7/30/2013 5:13:12,0
19206,3865,4865,884,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/18/2013 23:25:23,8/19/2013 3:39:53,0
13369,2660,3660,689,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/2/2013 22:12:21,8/2/2013 23:29:22,0
10626,2111,3111,654,1,14,"Detroit-Warren-Dearborn, MI",Photography,7/26/2013 9:22:28,7/26/2013 15:41:21,0
1534,311,1311,475,1,6,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Photography,7/4/2013 5:03:01,7/4/2013 6:17:02,0
7260,1443,2443,559,1,42,"Louisville/Jefferson County, KY-IN",Photography,7/18/2013 3:31:25,7/18/2013 5:45:42,1
18346,3680,4680,475,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/15/2013 4:36:22,8/15/2013 15:52:19,0
13500,2686,3686,320,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/3/2013 10:47:44,8/3/2013 14:30:24,1
13903,2764,3764,738,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/4/2013 10:39:54,8/4/2013 14:19:56,1
13368,2660,3660,559,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/2/2013 22:12:21,8/2/2013 23:16:38,1
5885,1162,2162,320,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/15/2013 9:38:49,7/15/2013 10:27:46,0
19373,3898,4898,33,1,39,"Milwaukee-Waukesha-West Allis, WI",Photography,8/18/2013 15:01:33,8/18/2013 15:56:13,0
13371,2660,3660,475,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/2/2013 22:12:21,8/2/2013 22:23:48,0
16399,3279,4279,12,1,49,"Buffalo-Cheektowaga-Niagara Falls, NY",Photography,8/10/2013 16:09:10,8/10/2013 23:11:50,1
1529,311,1311,738,1,6,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Photography,7/4/2013 5:03:01,7/4/2013 7:21:19,0
13504,2686,3686,689,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/3/2013 10:47:44,8/6/2013 14:47:48,0
14672,2924,3924,738,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/6/2013 20:57:56,8/6/2013 23:49:01,1
3249,650,1650,654,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/8/2013 21:28:42,7/8/2013 22:58:29,1
1530,311,1311,650,1,6,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Photography,7/4/2013 5:03:01,7/4/2013 7:03:46,0
11990,2382,3382,293,1,9,"Atlanta-Sandy Springs-Roswell, GA",Photography,7/30/2013 1:08:50,7/30/2013 4:14:01,0
21817,4399,5399,141,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/24/2013 18:39:01,8/24/2013 20:09:19,1
13503,2686,3686,559,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/3/2013 10:47:44,8/3/2013 12:32:07,0
7233,1438,2438,549,1,31,"Las Vegas-Henderson-Paradise, NV",Photography,7/18/2013 15:03:11,7/18/2013 18:54:45,1
13861,2756,3756,738,1,57,"Bridgeport-Stamford-Norwalk, CT",Photography,8/4/2013 5:46:23,8/4/2013 8:54:28,1
19207,3865,4865,907,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/18/2013 23:25:23,8/19/2013 0:25:21,0
4302,852,1852,559,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/11/2013 22:32:04,7/11/2013 23:43:56,0
1532,311,1311,784,1,6,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Photography,7/4/2013 5:03:01,7/4/2013 5:31:57,1
18342,3680,4680,654,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/15/2013 4:36:22,8/15/2013 7:34:07,0
13905,2764,3764,746,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/4/2013 10:39:54,8/4/2013 12:37:17,0
10694,2125,3125,907,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,7/26/2013 22:53:00,7/27/2013 4:10:45,1
13906,2764,3764,141,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/4/2013 10:39:54,8/4/2013 16:34:32,0
3253,650,1650,475,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/8/2013 21:28:42,7/8/2013 23:04:38,1
14674,2924,3924,746,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/6/2013 20:57:56,8/7/2013 1:16:33,1
10696,2125,3125,141,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,7/26/2013 22:53:00,7/27/2013 2:55:45,1
14387,2866,3866,884,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/5/2013 22:16:14,8/6/2013 0:58:57,0
14676,2924,3924,654,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/6/2013 20:57:56,8/6/2013 22:32:25,1
13910,2764,3764,302,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/4/2013 10:39:54,8/4/2013 13:46:15,0
1533,311,1311,689,1,6,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Photography,7/4/2013 5:03:01,7/4/2013 9:00:07,0
19378,3898,4898,86,1,39,"Milwaukee-Waukesha-West Allis, WI",Photography,8/18/2013 15:01:33,8/18/2013 19:54:07,0
5886,1162,2162,141,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/15/2013 9:38:49,7/15/2013 10:12:08,0
10693,2125,3125,884,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,7/26/2013 22:53:00,7/27/2013 1:49:08,0
13501,2686,3686,141,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/3/2013 10:47:44,8/3/2013 16:18:55,0
19376,3898,4898,654,1,39,"Milwaukee-Waukesha-West Allis, WI",Photography,8/18/2013 15:01:33,8/18/2013 17:34:52,1
5356,1057,2057,475,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/14/2013 1:03:37,7/14/2013 5:03:46,0
3252,650,1650,89,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/8/2013 21:28:42,7/8/2013 23:54:53,0
3250,650,1650,559,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/8/2013 21:28:42,7/8/2013 21:44:45,0
13904,2764,3764,518,1,4,"Dallas-Fort Worth-Arlington, TX",Photography,8/4/2013 10:39:54,8/4/2013 19:00:02,0
5353,1057,2057,559,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,7/14/2013 1:03:37,7/14/2013 1:40:37,0
13502,2686,3686,654,1,1,"New York-Newark-Jersey City, NY-NJ-PA",Photography,8/3/2013 10:47:44,8/5/2013 19:26:28,0
10695,2125,3125,12,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,7/26/2013 22:53:00,7/28/2013 5:07:21,1
18503,3712,4712,12,1,2,"Los Angeles-Long Beach-Anaheim, CA",Photography,8/15/2013 19:40:47,8/15/2013 20:24:20,1
9363,1872,2872,114,2,31,"Las Vegas-Henderson-Paradise, NV",Window Installation,7/23/2013 0:40:46,7/23/2013 2:14:45,1
15536,3098,4098,148,2,1,"New York-Newark-Jersey City, NY-NJ-PA",Window Installation,8/8/2013 0:44:28,8/8/2013 1:39:13,1
12911,2575,3575,224,2,41,"Memphis, TN-MS-AR",Window Installation,8/1/2013 15:13:24,8/1/2013 21:01:18,0
19457,3916,4916,148,2,1,"New York-Newark-Jersey City, NY-NJ-PA",Window Installation,8/19/2013 22:09:42,8/20/2013 3:50:14,1
12912,2575,3575,1,2,41,"Memphis, TN-MS-AR",Window Installation,8/1/2013 15:13:24,8/1/2013 23:36:29,1
9365,1872,2872,762,2,31,"Las Vegas-Henderson-Paradise, NV",Window Installation,7/23/2013 0:40:46,7/23/2013 2:58:26,0
10765,2139,3139,681,2,1,"New York-Newark-Jersey City, NY-NJ-PA",Window Installation,7/27/2013 12:24:59,7/28/2013 10:08:42,0
12048,2391,3391,144,2,4,"Dallas-Fort Worth-Arlington, TX",Window Installation,7/30/2013 1:05:30,7/30/2013 6:37:37,0
19169,3855,4855,148,2,1,"New York-Newark-Jersey City, NY-NJ-PA",Window Installation,8/18/2013 3:11:31,8/18/2013 8:02:09,1
15080,3004,4004,47,2,19,"St. Louis, MO-IL",Window Installation,8/7/2013 20:04:09,8/7/2013 23:08:18,1
12334,2450,3450,681,2,1,"New York-Newark-Jersey City, NY-NJ-PA",Window Installation,7/31/2013 0:26:58,7/31/2013 3:14:05,0
9362,1872,2872,402,2,31,"Las Vegas-Henderson-Paradise, NV",Window Installation,7/23/2013 0:40:46,7/23/2013 5:23:13,0
1916,392,1392,681,2,1,"New York-Newark-Jersey City, NY-NJ-PA",Window Installation,7/5/2013 7:17:46,7/6/2013 6:43:33,0
3009,600,1600,331,2,5,"Houston-The Woodlands-Sugar Land, TX",Window Installation,7/8/2013 22:20:28,7/9/2013 0:38:42,1
3008,600,1600,106,2,5,"Houston-The Woodlands-Sugar Land, TX",Window Installation,7/8/2013 22:20:28,7/9/2013 0:44:29,0
9366,1872,2872,954,2,31,"Las Vegas-Henderson-Paradise, NV",Window Installation,7/23/2013 0:40:46,7/23/2013 1:32:06,0
15079,3004,4004,834,2,19,"St. Louis, MO-IL",Window Installation,8/7/2013 20:04:09,8/8/2013 2:12:24,0
3010,600,1600,172,2,5,"Houston-The Woodlands-Sugar Land, TX",Window Installation,7/8/2013 22:20:28,7/9/2013 3:31:15,0
12915,2575,3575,530,2,41,"Memphis, TN-MS-AR",Window Installation,8/1/2013 15:13:24,8/1/2013 16:36:15,1
